UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS,수집페이지,수집시간,google_place_id,google_name,google_rating,google_review_count,google_address,google_lat,google_lng,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
,기장곰장어,기장군,35.1853,129.2114,기장곰장어,기장곰장어,곰장어,부산 기장군 기장읍 기장해안로 70,,051-721-2934,,11:00~22:00(마지막 주문 20:30),"짚불구이, 통구이, 양념구이, 소금구이, 곰장어매운탕, 곰장어된장국",,,"짚불에 굽는 기장 곰장어구이의 원조. 짚불에서 적당히 구워진 곰장어의 새까맣게 탄 껍질을 벗기면 
노릇노릇하게 익은 하얀 속살이 드러나는데, 먹기 좋게 잘라 소금이나 기름장에 찍어 먹는다. 
솔잎의 향긋함이 더해지는 생솔잎곰장어와 구수한 맛의 곰장어된장국 등도 맛볼 수 있다.
",4,2025-08-23T14:59:03.427707,ChIJuyzJ_zuMaDURDq50IljdDpw,대한명인 기장곰장어 (백년가게),3.8,577,대한민국 부산광역시 기장군 기장해안로 70,35.1853522,129.2114084,"곰장어가 정말 부드럽고 냄새도 안나고 어쩜 이렇게 맛있수가 있지
소금구이 4인분에 된장국 2개랑 암튼 곰장어도 많이 들어있고 너무너무 맛있었음.
우리 시부모님이랑 같이 가서 사진을 제대로 못 찍었는데 처음과 끝만 사진 찍음.
계란찜은 서비스로 나옴.
이 가게는 시어머니께서 맛있다고 추천해 주셔서 방문함.
시어머니께서 소비쿠폰으로 우리한테 사주셔서 더 맛있었나 싶다 ㅋㅋ
4명만 먹을수 있는 룸 이건 좋은것 같다.",,,"양념도 좋지만 저는 짚불구이가 더 좋다.
크고 넓어서 어른들 모시기에도 적합
주방 라스트오더는 8시30 분까지입니다.",맛있어요. 외국인분들은 양념으로 드세요. 그게 딱 맞을듯 입맛이
,동래할매파전,동래구,35.204605,129.08386,동래할매파전,동래할매파전,파전,부산 동래구 명륜로94번길 43-10 (복천동),,051-552-0792,,12:00~15:30/17:00~21:00,"동래파전, 동래고동찜, 약초전병무침, 삼색더덕구이, 골뱅이무침, 뚜기상, 뚜미상",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613102734246_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613102734246_thumbL,"80여 년에 걸쳐 4대째 이어오는 파전의 대명사인 곳이다. 
식사 대용으로도 좋은 두꺼운 파전은 해산물이 적당히 어우러져 깊은 맛을 낸다. 
대합, 새우, 굴, 홍합 등을 넣어 유채꽃 기름으로 부쳐내는 것이 특징. 
파전과 고동찜, 골뱅이무침, 더덕구이 등으로 구성된 한상차림 메뉴도 인기가 많다.
",4,2025-08-23T14:59:03.427707,ChIJgwdq43CTaDURRd5ZkYrOoRQ,동래 할매파전,3.3,721,대한민국 부산광역시,35.2045795,129.0838345,"부드러운 패전(네기치즈미).
아카시야키나 히메지 구자야키에 가깝다.",파전맛은 생각보단 그저 그렇습니다. 뚜꺼운파전인데 빠삭하지도 않습니다 기름에 절여진 맛....더덕구이와 도토리묵 그리고 돌솥비빔밥도 시켜먹었는데 그것들은 맛있었습니다. 다 먹고 나면 후식으로 수정과를 먹을수있습니다.,동래를 대표하는 오래된 파전전문점이다. 이 곳의 파전은 철판 위에 쪽파와 각종 해산물을 얹고 반죽을 부어서 굽다가 계란을 풀어서 위에 붓고 냄비뚜껑으로 덮어서 쪄내듯이 익히기 방식으로 파전을 만들어낸다. 늘 사장님과 따님등이 상주하고 있는 곳으로 역사와 전통을 자랑하는 맛집이다.,파전 4만원 좀 과한듯한 가격이나 음식은 괜찮다. 그러나 다시 방문할 일은 없을듯. 부산 사람들도 안가는 이유가 있는 듯. 파전이외에 딱히 더 시켜먹고 싶은 메뉴가 없는게 아쉽다.,동래파전은 신기한 식감이었지만 아주 맛있었구 고동찜도 맛있었어요.
,물꽁식당,중구,35.104496,129.02438,물꽁식당,물꽁식당,아귀,부산 중구 흑교로59번길 3 (보수동2가),,051-257-3230,,10:00~22:00,"아귀찜, 아귀수육, 아귀탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613103828538_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613103828538_thumbL,"60년 넘게 아귀찜만을 만들어 온 아귀 전문점이다. 싱싱한 생아귀만을 사용해 깔끔하면서도 뒷맛이 개운한 찜 요리를 선보이고 있다. 
아귀찜에는 경상도 지역에서 먹는 방앗잎이 들어가 향과 맛이 낯설 수 있다.
",4,2025-08-23T14:59:03.427707,ChIJrVSzM5_paDURPakfONIgSpU,물꽁식당,4,417,대한민국 부산광역시 중구 흑교로59번길 3,35.1044816,129.0243861,,,찐 앵무새 매우 맛있었습니다.,앵무새도 맛있지만 야채도 맛있습니다.  malavillos!,
,박옥희할매집원조복국,해운대구,35.158867,129.1706,박옥희할매집원조복국,박옥희할매집원조복국,복,부산 해운대구 달맞이길62번길 28 (중동),,051-747-7625,,24시간 영업,"복국, 복매운탕, 은복수육, 대구탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613104626061_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613104626061_thumbL,"깔끔한 맛의 복국을 즐길 수 있는 곳. 복국은 고기를 알맞게 넣고 육수를 잘 빼는 것이 중요한데, 알맞은 농도의 육수를 사용하여 상당한 맛을 자랑한다. 
규모는 작아도 점심때면 줄을 서서 기다릴 정도로 인기가 많다.
",4,2025-08-23T14:59:03.427707,ChIJXzvU_EGNaDUR3CjGrZBo6W0,박옥희 할매집원조복국,4.2,1493,대한민국 부산광역시 해운대구 달맞이길62번길 28,35.15898809999999,129.1705374,맛있어요 (특히 사이드 메뉴) 생선이 너무 신선하고 부드럽고 쫄깃한 식감이라 더 맛있어요. 하지만 저는 생선 껍질을 별로 안 좋아해요. 좀 남겨서 죄송해요 😅,저렴하고 맛있습니다ㆍ시원한 지리복국으로 해장엔 최고입니다ㆍ해운대가 한눈에 보이는 자리도 있어요~,해운대 엘시티 바로 옆에 위치! 가게는 좀 허름. 벽에는 유명인들과 찍은 사진들이가득!! 아침 일찍 가서 (9시30분 경) 그런지 대기는 없이 바로 식사함. 까치복 탕과 지리를 시키고 튀김을 시킴. 국물은 시원하고 단백합니다. 바닷가가 바로 보여 전망은 좋아요.,"예전 노포의 감성은 없어졌으나 복국은 항상 맛있습니다
부산에 들른 김에 아침에 해장하러 방문했는데 역시나 여전히 맛있었습니다
이제는 외국인들도 많아진 곳이지만 예나지금이나 맛은 변함이 없는 것 같네요
감칠맛 가득하고 시원한 복국 잘먹고 갑니다
부산에 방문할때면 항상 방문하는 맛집 입니다",
,배종관동래삼계탕,동래구,35.20526,129.08475,배종관동래삼계탕,배종관동래삼계탕,삼계탕,부산 동래구 동래로116번길 39 (복천동),,051-555-2464,,11:00~15:00/17:00~21:00(마지막 주문 20:00),"동래삼계탕, 궁중약계탕",,,"삼계탕만을 전문으로 해온 곳으로, 메뉴는 궁중약계탕과 동래삼계탕 두 가지뿐이다. 
큼지막한 닭을 사용하며 진한 국물이 일품이다. 삼계탕이 나오기 전에 인삼주를 한 잔 내주며 삼계탕에는 파채가 올라가는 것이 특징이다. 
대기하는 손님이 많아 보통은 줄을 서서 기다려야 한다.
",4,2025-08-23T14:59:03.427707,ChIJN9c_JXGTaDURBz_2vWQ4WL8,배종관 동래삼계탕,4.3,1246,대한민국 부산광역시 동래구 동래로116번길 39,35.2052778,129.0847222,"#배종관동래삼계탕

절기상으로 처서까지 지난 시기이지만 무더위의 끝은 보이지 않는다. 이럴때일수록 채력은 지속적으로 보충해야 하는데, 여름의 끝이지만 보양식은 언제나 그렇듯 삼계탕이 최고이다. 나와 같은 생각을 가진신 분들이 많은 듯 언제나 인산인해이다. 웨이팅으로 각오하고 방문할 것! 삼계탕 위로 파채가 가득 올라간 것이 개인취향에 따라 다를수 있는데, 간단하게 삼계탕 아래와 깔아서 익혀 드시던 아니면 걷어내면 간단하다. 삼계탕은 언제나 괜찮다

#부산시 #동래구 #동래구청 #동래삼계탕 #묵찌빠 #Marsopla",,"빠른 회전력을 보이지만 밀려드는 손님들로 가게 마당 대기 의자가 빨리 차네요.
뜨끈뜨끈 더울때 이열치열 보신합니다.",,아주 굿
,백구당,중구,35.10482,129.03575,백구당,백구당,베이커리,부산 중구 중앙대로81번길 3 (중앙동4가),,051-465-0109,,07:30~21:30,"백구파이, 크로이즌, 쑥쌀식빵, 블루베리식빵, 팥도넛, 이탈리안크로켓, 찹쌀팟도넛, 바게트피자, 야채빵, 두유테라피, 소시지페이스트리",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613105612900_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613105612900_thumbL,"부산에서 오래된 빵집으로, 60년 넘는 역사를 자랑한다. 부드러운 빵에 콘샐러드가 들어간 크로이즌이 인기 있다. 
세련되지는 않으나 예스러운 맛의 빵이 많으며 향수를 느끼는 사람들이 많이 찾는다.
",4,2025-08-23T14:59:03.427707,,,0,0,,,,,,,,
,부산명물횟집,중구,35.097115,129.03111,부산명물횟집,부산명물횟집,회백반,부산 중구 자갈치해안로 55 (남포동4가),,0507-1338-7617,,10:30-21:30(15:00-16:00 브레이크 타임),"회백반, 회비빔밥, 물회, 전복죽, 돔머리탕, 양념구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613131233567_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613131233567_thumbL,"자갈치시장 내에 있는 80여 년 전통의 회백반집. 
푸짐하게 나오는 큼직큼직한 생선살과 초장, 반찬이 구미를 당긴다. 
회백반에는 광어회 한 접시와 밥, 맑은 생선국, 대 여섯 가지의 밑반찬이 나온다. 제철에 따라 창자젓, 볼락 어젓, 게장 등이 상에 오른다. 
윤석열 대통령이 즐겨 찾는 대통령 맛집이다.
",4,2025-08-23T14:59:03.427707,ChIJ8XDRRQrpaDURgWad0ZDVimM,부산 명물 횟집,3.9,742,대한민국 부산광역시 중구 자갈치해안로 55,35.097101,129.0311162,,"안녕하세요. 부산에 거주 중인 사람입니다.
며칠 전, 정말 황당하고 불쾌한 경험을 해서 공유드립니다. 혹시라도 부산에서 회 드시는 분들 참고하시길 바랍니다.

부산의 한 유명 횟집에 다녀왔습니다.
감사패부터 시작해서 각종 상장, 인증서가 쭉 걸려 있고, 검색해보면 꽤 오래된 ‘명물횟집’이라고 나오는 곳이었습니다.
그런 분위기에 솔직히 기대도 있었고, 인당 43,000원짜리 회백반을 시키면서 ""비싸긴 해도 그럴 만한 가치가 있겠지"" 하고 식사를 시작했습니다.

그런데 문제는 추가로 **해삼(싯가)**을 시키면서 시작됐습니다.
솔직히 해삼이야 평소에도 즐겨 먹던 거라 큰 부담 없이 주문했는데, 나온 해삼은 미지근하고 식감도 별로였어요. 결국 몇 점만 먹고 포장해달라고 했습니다.

그리고 계산할 때 깜짝 놀랐습니다.

회백반 2인: 86,000원

그런데 영수증에 ‘회’ 70,000원 추가

""이 회가 뭐예요?""라고 물으니, 사장님이 “그게 해삼입니다” 라고 하시더군요.
해삼 가격이 7만 원… 저는 정말 말문이 막혔습니다.

그냥 해삼도 아니고, 미지근하고 2~3마리 분량밖에 안 되는 그 양에 7만 원을 받다니요.
영수증에도 '해삼'이라고 정확히 적힌 게 아니라, 그냥 ‘회’라고만 되어 있었고요.
이게 정당한가 싶었습니다.

사진도 찍어뒀는데, 해삼 양을 비교할 수 있도록 카드지갑을 옆에 두고 같이 찍었습니다.
그냥 손바닥만 한 포장용기에 해삼 몇 점 있는 수준이에요.
그 정도는 평소 회센터나 횟집 가면 서비스로 주는 경우도 많잖아요.

계산에 이의를 제기하자, 사장님이 제 손에 5천 원을 쥐어주시더군요.
정말 모욕감 느꼈습니다. 제가 5천 원 때문에 이걸 따졌겠습니까?
‘싯가’라는 이름으로 가격 설명도 없이, 바가지 씌우고는 몇 천 원 돌려주며 넘어가려는 태도 자체가 너무 기분 나쁘더라고요.

저는 부산에 이사 온 지 1년 정도 되었고, 지역 시장이나 회센터 자주 다니며 해산물 가격도 잘 압니다.
이 해삼은 정말 과하게 받았다는 생각밖에 안 들고, 이런 방식이 아직도 부산에서 버젓이 통용된다는 현실이 너무 안타까웠습니다.

관광도시 부산에서 이런 바가지가 계속되면, 결국 피해보는 건 이 지역을 찾는 사람들과, 이 도시에 사는 우리들 아닐까요.

혹시 부산에서 식당 가실 분들, 특히 ‘싯가’ 메뉴 주문하실 때는 꼭!
사전에 가격 확인하시고, 영수증 항목도 잘 보셔야 합니다.

사진 첨부해두니 참고하시고, 비슷한 경험 있으셨던 분들 계시면 공유해주세요.
저 같은 피해자가 더는 생기지 않았으면 좋겠습니다.","회백반은 언제나 만족합니다. 단, 가격이 너무 올랐네요",음! 가격의 가치까지는 모르겠으나.. 서울서 같이 온 동반자가 좋아하네요. 가격대비 만족은 아니에요. 하지만 회양은 많고 지리도 담백하게 맛나네요.,가격대는 있지만 확실히 맛있음
,비엔씨,중구,35.09972,129.02959,비엔씨,비엔씨,베이커리,부산광역시 중구 광복로39번길 6 (창선동),,051-260-5201,,09:00~22:30,"부산애빵, 크루아상, 프렌치파이, 카스테라mini, 상투과자, 초코머핀, 치즈머핀, 팡느젠느, 몽블랑, 소보루빵, 딸기생크림미니케이크",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613132128202_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613132128202_thumbL,"부산에서 오래된 빵집으로, 40여 년의 역사를 자랑한다. 
감자가 들어간 사라다빵과 파이만주가 인기 메뉴. 
예스러운 빵뿐만 아니라 몽블랑, 에그타르트 등도 선보인다.
",4,2025-08-23T14:59:03.427707,,,0,0,,,,,,,,
,새진주식당,중구,35.104774,129.0249,새진주식당,새진주식당,비빔밥,부산광역시 중구 흑교로 60 (보수동1가),,051-256-9110,,11:00~21:30,"육회비빔밥, 돌솥비빔밥, 회비빔밥, 석쇠불고기, 육회, 가오리무침, 파전",,,"70여 년 역사의 진주식 육회비빔밥집. 각종 채소와 육회가 골고루 버무려져 나온다. 
비빔밥을 시키면 나오는 선짓국과 물김치가 별미다. 
이 외에 석쇠불고기, 파전, 가오리무침 등의 메뉴도 맛볼 수 있다.
",4,2025-08-23T14:59:03.427707,ChIJ8f2UJZ_paDUR64ISm5UFCdU,새진주식당,3.6,210,대한민국 부산광역시 중구 흑교로 60,35.1047588,129.0248878,맛이 없네요. 불고기도 간이 안맞고. 직접 간을 해야하나 심각하게 고민을 했네요.,기대치를 너무 높혀서 그런듯 근처에 있으면 한번정도는 갈만하듯,"개인적인 판단이지만 부산지역에서 비빔밥으로는 맛이 최고로 좋은 집이다. 진주식 육회비빔밥,돌솥비빔밥,
파전 등이 맛있다.
주로 옛맛을 찾는 나이든 손님이 많다. 따라 나오는 선지내장국의 맛도 좋다.","2022-03-18 새진주 식당

오랜만에 방문한 새진주 식당.
주변에서는 꽤 유명한 식당 중 하나인데...

정말 너무하다는 생각이 들더군요.
가격은 올리고 품질은 내리고...

사진상으로 체감은 잘 안될 것 같지만
육회 양이 정말 손가락 두 개보다 적었습니다.

이 퀄리티에 13,000원...
맛은 예전과 별반 다르지 않았지만

이 가격을 지불할 만한 식사인가 싶으면
고개를 갸우뚱하게 됩니다.

어릴 적부터 가족끼리 찾던 식당이지만
이제는 단골을 그만둘 때가 온 것 같습니다...
(아버지도 단골 그만두신듯)

어차피 먼 곳까지 갈 거 곰보 식당 가면
여기 육회 10배는 주고 맛도 더 좋습니다.",
,서울깍두기,중구,35.104774,129.0249,서울깍두기,서울깍두기,설렁탕,부산 중구 남포길 33 (남포동2가),,051-245-3950,,08:00~21:30,"설렁탕, 곰탕, 양지탕, 수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613132725801_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613132725801_thumbL,"80여 년 동안 설렁탕을 만들고 있는 곳. 설렁탕은 보통 서울에서 많이 먹는 음식이지만, 부산 사람의 입맛까지 사로잡았다. 
반찬은 배추김치와 깍두기 두 가지뿐이지만 그 맛이 일품이다.
",4,2025-08-23T14:59:03.427707,ChIJG57dGAvpaDURIrmR_yAFmtw,서울깍두기,3.9,1074,대한민국 부산광역시 중구 구덕로34번길 10,35.0985312,129.0324235,가격이 점점 오르는것 말고는 맞있습미다.,예전 맛을 많이 잃은 것 같아 매우 안타깝다 특히 김치 깍두기 맛이 예전 같지 않다. 배추김치는 전분을 많이 넣었는지 뭔가 점액 같은 것이 너무 끈적끈적거린다,예전보다 많이 오름,,"늘 먹던 그런 설렁탕입니다.
언제 먹어도 든든한!
맛있게 잘 먹고 갑니다."
,송정3대국밥,부산진구,35.155567,129.05853,송정3대국밥,송정3대국밥,돼지국밥,부산 부산진구 서면로68번길 33 (부전동),,051-806-5722,,24시간 영업,"돼지국밥, 순대국밥, 내장국밥, 따로국밥, 수육백반, 찹쌀순대, 수육",,,"돼지의 좋은 부위를 사용한 돼지국밥의 국물이 뽀얗고 깔끔하다. 
당면 대신 찹쌀을 넣어서 만드는 찹쌀순대도 인기가 좋다. 
서면의 돼지국밥 골목의 원조집 중 하나로, 80여 년의 역사를 자랑한다.
",4,2025-08-23T14:59:03.427707,ChIJg_f70G_raDURpQVzaHgmouc,송정3대국밥,4,4102,대한민국 부산광역시 부산진구 서면로68번길 33,35.1556037,129.0585412,"這家24小時營業，大約9點半後去用餐，湯都是偏涼，白切肉即使加溫也是涼的，所以吃起來不ok，大約一半都沒吃。
可能正常時段用餐比較會正常吧⋯⋯
但作為最後收尾的晚餐真的很失敗😕
小孩會多給一碗清湯，小菜是一個小吧台自取喔！",24시간 영업합니다. 맛있어요!,유명한 돼지고기 국밥~,,"유명 가게에서 행렬도 되어 있었기 때문에 먹어 보았습니다만…
펀처는 셀프(이것은 전혀 좋지만)로, 아무도 맛있지 않고, 디지쿠퍼도 뜨겁지 않고, 전혀 맛있지 않았습니다."
,신발원,동구,35.11481,129.03871,신발원,신발원,중국만두,부산 동구 대영로243번길 62 (초량동),,051-467-0177,,11:00~20:00,"고기만두, 찐교자, 군만두, 맵군, 새우교자, 마라만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613133243687_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613133243687_thumbL,"두꺼우면서도 부드러운 만두피와 생강과 돼지고기를 넣은 속이 조화를 이루는 중국만두로 유명하다. 
중국만두 외에도 팥빵, 달걀빵 등 중국빵을 전문으로 한다. 
중국 사람들이 아침에 즐겨 찾는 콩국은 과자와 함께 나온다. 
70년이 넘는 역사를 자랑하는 곳.
",4,2025-08-23T14:59:03.427707,ChIJXYniPn3paDURJqjdCZneaAo,신발원,4.1,3175,대한민국 부산광역시 동구 대영로243번길 62,35.1148152,129.038688,너무기대했는지 특별히 웨이팅까진 아닌것같아용 ㅎ,한시간이상 기다려야할지에 대한 보상으로는 실망할 수도 있습니다 군만두 고기만두 새우만두 마라비빔면 오이 먹었는데 군만두와 오이 가장 맛있었어요,,"기름에 쩔은 군만두, 고기 역한 냄새 엄청 나는 고기만두, 풀내음 심한 부추만두, 최악의 만두다.",내가 알던 만두맛을 벗어난 곳이다~맛있다~
,신창국밥,중구,35.101936,129.02934,신창국밥,신창국밥,돼지국밥,부산 중구 광복로39번길 30-1  (신창동2가),,051-254-5074,,09:00~20:30 (마지막 주문 20:00) I 일요일 09:00~17:00,"따로국밥, 수육백반",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613133632663_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613133632663_thumbL,"개운하고 구수한 맛이 일품인 돼지국밥을 맛볼 수 있는 곳이다. 
잘 삶아진 수육과 순대 등이 푸짐하게 들어가 있다. 
남포동 국제시장 내에 있으며, 맛있기로 입소문이 나 부산을 찾는 관광객들도 많이 찾는다.
",4,2025-08-23T14:59:03.427707,ChIJG2dvWXXpaDURGp8vFmc3PBs,서진섭 돼지국밥,4.1,290,대한민국 부산광역시 중구 광복동 광복로39번길 30-1,35.1018655,129.029281,"오랫만에? 몇달만에 약국에 가느라 자갈치나들이.
다른곳은 변해도 자갈치는 시간이 멈춘 동네인것 같다.
각설하고 며칠전 인터넷기사로 자갈치에 숨겨진 돼지국밥집을 찾게되어 겸사겸사 루트에 넣고, 사촌누나에게 같이가자고 시전했지만 바로 거부당함. 여러인사들이 방문한곳이였지만, 정작 부산사람들은 잘 안간다고 함. ㅡ.,ㅡ
대신 깡통시장옆쪽에 비슷한 곳이 있다하여 찾아온 이곳. 귓뜸으로 서비스는 포기하라고..
물어물어 바뀐상호로 찾아감.
구)신창국밥? 원래가려던곳도 토성역 근처 신창국밥이였는데..?
시간이 어중간한때여서 그런지 손님이 3팀?정도밖에 없음. 조용한곳을 좋아하는 난.. 다행이다싶었지만 그것뿐. 사장님으로 보이는 남자한분의 포스에 친절은 포기해야싶다는 생각이 바로들었음. ㅋㅋㅋ
주문은 특!! 하지만, 물에 빠진순대는 싫어해서
직접주문을 하려했지만, 테이블오더로 해야한다고해서 주문후 부탁함.
잠시후, 음식이 나오고 손가락이 들어갔는지 안들어갔는지 보일락말락한 상태에서 국물이 넘실넘실 출렁이더니 역시나 파도치면서 테이블에 안착. 국밥을 넌즈시 던지시는게 몸에 밴듯 싶다.
(김치리필했는데 역시 잘 던지고 가심)
자 국밥을 일단 먹어봅시다..
냄새는 안났고, 고기도 그리 나쁘지는 않았고... 그러나, 특치고는 양이 적었음. 국물은 약간 한방비스무리한 색깔로 나오는데 이것도 나쁘지 않았음. (냄새 싫어하는분들은 괜찮을듯.)
총체적으로는 그냥 무난한.
돼국은 돼국인데 전통돼국은 아닌듯.
입구에 여러 인사들이 온 싸인이 있었지만, 자갈치는 행사들이 많이 있어서 왠만한 가게들은 싸인이 있어 맛의미는 없는것 같음.
아무튼. 새로운곳을 찾게되어 좋았다.
신비로운맛은 아니였지만~","맑은 육수의 돼지국밥이 생각나서 방문하게 되었습니다. 블루리본도 있어서 어느정도 맛은 있겠구나하는 믿음이 생겼습니다. 위치가 남포동 주변이라 관광객도 근처 구경하면서 방문할 수 있어 좋을 것 같네요. 국밥이 맑지만 고기육수 감칠맛이 강해서 아주 맛있었습니다. 뽀얀 돼지국밥을 찾으시는 분들에게는 호불호가 있을 수 있습니다. 국밥 안에 내용물 고기도 많이 있고, 순대도 맛있었습니다. 주말 오후에 방문하였는데 웨이팅 없이 바로 입장하였습니다.",,"2021-02-26 서진섭 돼지국밥

다니던 국밥 집들이 점점 퀄리티가 낮아져 걱정했는데
또 괜찮은 곳을 알아내 기쁘다.

2022-02-26 서진섭 돼지국밥

근 1년간 먹은 얼큰한 돼지국밥 중에는
최고라고 생각해 자주 다니고 있는 서진섭 돼지국밥.
어머니와 함께 해장을 위해 아침 일찍 방문했는데
뭐가 어떻게 된 건지
아직 아무것도 넣지 않은 국밥이 많이 짰습니다.
어머니께 추천을 하며 왔는데 머쓱하더군요. ㅠㅠ","좋습니다
가보세요"
,신흥관,해운대구,35.16279,129.16302,신흥관,신흥관,일반중식,부산 해운대구 중동1로 31-1 (중동),,051-746-0062,,11:30~21:00,"짜장면, 우동, 짬뽕, 탕수육, 깐풍기",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613134515049_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613134515049_thumbL,"70여 년 전통의 사천 중화요리 전문점. 불 맛이 느껴지는 사천소스를 곁들인 짜장면과 오이, 당근, 목이버섯 등 이 큼지막하게 들어간 옛날식 탕수육이 인기 메뉴다. 
그 외에도 깐풍기의 맛도 일품.
",4,2025-08-23T14:59:03.427707,ChIJoxI_iWeNaDUROKqxXWhiBgs,신흥관,3.8,324,대한민국 부산광역시 해운대구 중동1로 31-1,35.1626921,129.1629499,"짬뽕이 20년전 중국집 생길때의 그 맛 납니다. 맛있었던 집 느낌으로요.
그냥 근본 그자체입니다",매우 부자 👍,"해운대 시장의 출구 곧바로, 토요일의 낮입니다만 대기시간 없이 넣었습니다.
염원의 부산 칸차장이 최고로 잊을 수 없는 맛입니다!
점원이 무엇보다 상냥하고, 서비스로 사이다와 초콜릿을 주었습니다.
가게의 아늑함도 매우 좋고, 또 가고 싶은 가게입니다.","볶음밥, 면, 만두를 먹었는데, 만두가 제일 맛있었어요. 바삭바삭했어요.","* 간짜장 (9,000원)
* 탕수육 (중 27,000원)
* 볶음밥 (9,500원)

서울 사람이지만 부산을 자주 가고
2년 전에 방문 희망했던 업장을
드디어 방문하게 되었습니다.
예전부터 기대를 많이 하던 업장입니다
중식을 원래 좋아하는 사람으로
정확한 맛을 느껴보려 했습니다.

2년간 너무 큰 기대가 있던 건가
제가 2년 동안 입맛이 올라온 건가 싶은데
기대 보단 조금 이하였습니다.
노포 화상의 기대감의 간짜장은 아니었고
탕수육은 바삭한 소스의 특색이 있는 맛이 아닌
퐁신하고 시큼한 소스였는데
그래도 간장 찍으면 좋았고
볶음밥은 상당합니다!
잘 볶아낸 누른 볶음밥은 좋았습니다.

자세한 리뷰는
블로그 검색 : wankki
인스타 ID : @wankki__"
,옛날오막집,서구,35.10883,129.0197,옛날오막집,옛날오막집,양곱창,부산 서구 구덕로274번길 14 (동대신동1가),,051-243-6973,,12:00~21:30 (마지막 주문 20:30),"특양, 대창, 곱창, 백특양, 양념갈비, 생갈비, 염통, 콩팥",https://www.visitbusan.net/uploadImgs/files/cntnts/20230613135150498_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613135150498_thumbL,"60년 넘는 전통의 양곱창 전문점. 한우의 양과 곱창을 집에서 직접 짠 참기름과 양념장에 재워 숯불에 굽는다. 
양과 대창, 곱창의 질이 좋고 양념 맛도 잘 어우러진다. 양념장은 고춧가루와 물엿을 섞어서 진하게 만든 경상도 스타일이다. 양볶음밥도 별미.
",4,2025-08-23T14:59:03.427707,ChIJjZWH8JnpaDUR39d3UN-d1NA,옛날오막집,4.1,818,대한민국 부산광역시 서구 구덕로274번길 14,35.1090401,129.0198377,,,"가성비는 없지만, 맛있고 직원이 크게 바쁘지 않으면 보통은 구워줍니다. 1인분은 180g이고 마지막 식사로 우동은 괜찮아요. 하나면 2명이 충분히 먹을 양 입니다.","맛있고 배부르게 먹은집.
직접 구워주시고, 서비스도 친절하시다
누룽지를 시키면 된장찌개가 나온다

부산만가면 살쪄서 컴백하는 일상
매일 놀고 먹고 싶다아아아 🤭🤭🤣🤣🤣",맛나여 여기는 다른것보다 꼭 생갈비 추천 드려요 가기전 생갈비가 있는지 먼저 확인해야 합니다... 없는날도 있어요 ㅠㅡㅠ
